code,code_name,ipoDate,industry,website,total_share,market_cap,price,pe,pb,roe,eps,bps,cash,short_term_borrowing,gross_profit_margin,net_profit,operating_expense,research_and_development,operating_cash_flow,investment_cash_flow,financing_cash_flow
sz.000708,中信特钢,1997-03-26,C31黑色金属冶炼和压延加工业,https://www.citicsteel.com,5047158005,82218205184,16.29,14.944955,1.9562869,13.46%,1.09,8.327,8833495129.53,9018641334.74,13%,5358436264.97,6729868328.36,4602340893.54,10741487220.01,-302361728.05,-10224239637.12
sz.000709,河钢股份,1997-04-16,C31黑色金属冶炼和压延加工业,https://www.hebgtgf.com,10337121092,26049546240,2.52,36,0.50440353,1.71%,0.07,4.996,31820751348.25,70379904166.6,10%,800840003.25,5571992287.74,2343028433.26,9678206759.05,-18030798542.97,-2887277015.02
sz.000710,贝瑞基因,1997-04-22,M74专业技术服务业,https://www.berrygenomics.com,353521465,3998328064,11.31,,2.4688935,-14.20%,-0.72,4.581,383071864.35,113415839.27,47%,-188175034.28,490492136.24,95419662.22,87969921.71,190430920.87,-237848082.16
sz.000711,ST京蓝,1997-04-11,C42废弃资源综合利用业,https://www.kinglandgroup.com,2917098282,13564507136,4.65,,22.906404,-25.67%,-0.05,0.203,17336027.82,,12%,-131547177.96,117429761.42,15471016.01,-277392450.18,-174755548.83,-944561.28
sz.000712,锦龙股份,1997-04-15,J67资本市场服务,https://www.jlgf.com,896000000,10008320000,11.17,62.055553,3.9456022,3.37%,0.18,2.831,10983828489.16,,,-39537600.67,676490445.43,,3264697762.14,19974322.97,-1279466258.3
sz.000713,国投丰乐,1997-04-22,A05农、林、牧、渔专业及辅助性活动,https://www.fengle.com.cn,798219474,5834983936,7.31,91.375,2.3550258,2.30%,0.08,3.104,299068607.69,40041095.89,16%,60755442.79,350333796.84,93918759.62,-28180823.57,143212884.48,-515996.79
sz.000715,中兴商业,1997-05-08,F52零售业,https://www.zxbusiness.com,540434622,3312864256,6.13,29.190477,1.6863824,5.90%,0.21,3.635,777158317.67,31530582.7,57%,100467600.55,334949855.59,,108759233.24,-549791943.25,6948247.18
sz.000716,黑芝麻,1997-04-18,C14食品制造业,https://www.nanfangfood.com,752884050,4298968064,5.71,95.16667,1.6878511,1.84%,0.06,3.383,230736071.85,767796661.72,24%,91668066.6,397505417.05,25763519.18,330009514.45,-255261820.72,23243869.59
sz.000717,中南股份,1997-05-08,C31黑色金属冶炼和压延加工业,https://www.sgss.com.cn,2423845590,6495906304,2.68,,0.828439,-5.22%,-0.17,3.235,661815633.34,413141433.97,-0%,-1203830999.32,833580269.25,620771696.69,1305345964.08,-1648143280.67,115472833.61
sz.000718,苏宁环球,1997-04-08,K70房地产业,https://www.suning-universal.com,3034636384,6918970880,2.28,,0.74025977,-0.89%,-0.03,3.08,852584953.63,501734166.67,46%,165711480.57,704814646.61,,522782944.58,123124081.14,-501150284.7
sz.000719,中原传媒,1997-03-31,R86新闻和出版业,https://www.zyddcm.com,1023203749,13199328256,12.9,10.403225,1.1345646,11.59%,1.24,11.37,5224641090.68,,39%,1041659722.76,2535377288.97,44730353.25,1369248028.16,-1483994384.22,-464285708.02
sz.000720,新能泰山,1997-05-09,C38电气机械和器材制造业,https://www.xntsgs.com,1256531571,5088953344,4.05,,2.1588488,-3.43%,-0.07,1.876,236285429.08,1602368680.93,8%,-124583149.1,98005180.12,,-278827093.64,-4348446.16,352176251.98
sz.000721,西安饮食,1997-04-30,H62餐饮业,https://www.chizhuanxian.com,573914308,4792184832,8.35,,22.031662,-45.14%,-0.22,0.379,91712537.99,428460581.59,2%,-129559398.47,105242009.11,,100590977.2,-24801647.15,-45536182.64
sz.000722,湖南发展,1997-05-22,D44电力、热力生产和供应业,https://www.hnfzgf.com,464158282,6256853504,13.48,84.25,1.9882004,2.03%,0.16,6.78,606746350.24,,45%,62105826.41,67609388.83,8488338.78,185187778.45,-135619737.33,-262566046.09
sz.000723,美锦能源,1997-05-15,C25石油、煤炭及其他燃料加工业,https://www.mjenergy.cn,4403493617,23118340096,5.25,,1.6919111,-5.87%,-0.28,3.103,4735642928.52,1060452263.41,6%,-1329566303.17,1710927366.59,89721680.91,940857762.24,-3205354216.56,2225500243.24
sz.000725,京东方A,2001-01-12,C39计算机、通信和其他电子设备制造业,https://www.boe.com,36351443937,156327051264,4.22,24.823528,1.3525641,3.26%,0.17,3.12,74252625215,1563317166,15%,4145273882,20344945343,13123309231,47737577379,-32649633146,-5517378990
sz.000726,鲁泰A,2000-12-25,C17纺织业,https://www.lttc.com.cn,591180955,6203359744,7.59,11,0.6360513,6.49%,0.69,11.933,2055856788.37,849686824.33,24%,426261733.01,730402534,206820921.71,1244212151.94,-1232116497.68,-27986640.72
sz.000727,冠捷科技,1997-05-20,C39计算机、通信和其他电子设备制造业,https://www.tpv-tech.com,4529566980,12637492224,2.79,,5.4598827,-11.71%,-0.13,0.511,4271935764.98,4185387067.49,12%,332735470.98,5404717943.09,1315035302.91,-376882532.96,-778132709.97,1503132558.62
sz.000728,国元证券,1997-06-16,J67资本市场服务,https://www.gyzq.com.cn,4363777891,34604761088,7.93,12.999999,0.92155725,7.36%,0.61,8.605,62164591833.44,,,2245467890.32,4968619827.76,,3251276022.1,-2209380345.21,6880954204.43
sz.000729,燕京啤酒,1997-07-16,C15酒、饮料和精制茶制造业,https://www.yanjing.com.cn,2818539341,36810125312,13.06,23.745455,2.3217778,11.32%,0.55,5.625,7454125033.95,682407555.55,41%,1323975766.7,4525297454.45,232825119.22,2548966185.5,-2860877104.19,-289802677.81
sz.000731,四川美丰,1997-06-17,C26化学原料和化学制品制造业,https://www.scmeif.com,548825900,4407071744,8.03,61.76923,1.0947511,1.62%,0.13,7.335,817657876.44,,18%,285141796.74,543644218.52,29503280.86,447634244.83,-246417601.02,-179032323.95
sz.000733,振华科技,1997-07-03,C39计算机、通信和其他电子设备制造业,https://www.czst.com.cn,554169431,27315011584,49.29,28.824562,1.7861933,6.39%,1.71,27.595,3226556413.82,480000000,50%,970846664.4,1335344054.15,359380869.12,1600812101.61,-49179423.98,-908427308.76
sz.000735,罗牛山,1997-06-11,A03畜牧业,https://www.luoniushan.com,1151513578,8797563904,7.64,,2.084584,-1.38%,-0.07,3.665,1095341506.42,79807673.49,24%,252715790.79,408597348.81,8401531.48,371423507.41,697616391.14,-912010486.65
sz.000736,*ST中地,1997-04-25,K70房地产业,https://www.cccgrealestate.com,747098401,3959621888,5.3,,3.173653,-4.54%,-7.25,1.67,8645118394.25,294996936.03,8%,-6396053974.4,1729862144.4,17246775.57,3174852356.4,-615095042.34,-5163569864.74
sz.000737,北方铜业,1997-04-28,C32有色金属冶炼和压延加工业,https://www.zhongtiaoshan.com.cn,1904716435,27675529216,14.53,36.324997,4.1573677,12.70%,0.4,3.495,888787281.79,1322793552.41,7%,612818494.5,490205628.04,52616600.76,361319400.11,-1178588198.8,1147197863.86
sz.000738,航发控制,1997-06-26,C37铁路、船舶、航空航天和其他运输设备制造业,https://www.aaec.com.cn,1315184001,30972581888,23.55,58.874996,2.471403,4.07%,0.4,9.529,3031685327.76,6500000,28%,754668524.55,663594573.04,181124849.29,-261588300.5,-426373335.51,-186686451.46
sz.000739,普洛药业,1997-05-09,C27医药制造业,https://www.apeloa.com,1158443576,21141594112,18.25,24.333334,3.2312324,13.17%,0.75,5.648,3661618802.74,814026241.34,24%,1030846722.3,1690605760.01,641471760.73,1208753683.01,-398011732.4,-582151381.12
sz.000750,国海证券,1997-07-09,J67资本市场服务,https://www.ghzq.com.cn,6386174477,25864007680,4.05,27,1.1460103,4.47%,0.15,3.534,37276625651.37,,,511320989.52,3354578349.21,,-2243645711.62,6122902255.16,-1852708234.05
sz.000751,锌业股份,1997-06-26,C32有色金属冶炼和压延加工业,https://www.hldxygf.com,1615630595,9435282432,5.84,146,2.6176603,1.90%,0.04,2.231,1526610426.95,2790142018.43,3%,21284120.55,271346403.95,12470935.88,-527631298.38,-176799383.05,601713685.38
sz.000752,ST西发,1997-06-25,C15酒、饮料和精制茶制造业,https://www.000752.com/sy,263758491,2745725952,10.41,18.589285,4.465894,30.53%,0.56,2.331,618814547.6,,39%,77092737.26,65335284.79,,100470062.99,-26064874.01,0
sz.000753,漳州发展,1997-06-26,F52零售业,https://www.zzdc.com.cn,991481071,6890793472,6.95,173.75,2.5144718,2.18%,0.04,2.764,675433300.78,1459571843.89,16%,89302026.45,331092842.67,4874682.99,-249847389.66,-267142831.44,751766526.66
sz.000755,山西高速,1997-06-27,G54道路运输业,https://www.sxsanwei.com,1467310196,8099552256,5.52,17.25,1.4878706,8.85%,0.32,3.71,1101219015.8,,55%,466007587.21,68624594.94,5064256.23,1262787238.09,-22023121.5,-974250258.05
sz.000756,新华制药,1997-08-06,C27医药制造业,https://www.xhzy.com,501683435,10673189888,15.32,27.854544,2.0522437,7.59%,0.55,7.465,1245022873.47,580155616.42,24%,486714573.88,1445217884.79,413182811.71,367610448.95,-212210722.59,184778574.18
sz.000757,浩物股份,1997-06-27,F52零售业,https://www.hwgf757.com,532716095,2786105088,5.23,58.11111,1.7175697,2.97%,0.09,3.045,766489541.81,284237179.35,11%,-20016799.38,335340537.93,32429035.19,313153649.61,-91992501.93,-93541127.18
sz.000758,中色股份,1997-04-16,B09有色金属矿采选业,https://nfc.cnmc.com.cn,1990439930,14370975744,7.22,26.74074,2.4147155,6.56%,0.27,2.99,3424877943.08,1411493397.25,15%,520560839.87,825555587.79,47909291.64,685194034.16,-511040156.56,-396045204.32
sz.000759,中百集团,1997-05-19,F52零售业,https://www.whzb.com,662463590,3974781696,6,,3.253796,-47.66%,-1.16,1.844,945847341.3,1299556821.18,22%,-524730940.84,2676301054.45,7669814.75,550395365.17,-214390878.82,-650000102.12
sz.000761,本钢板材,1998-01-15,C31黑色金属冶炼和压延加工业,,3708236253,14337744896,3.49,,1.4863714,-32.22%,-0.99,2.348,2453888470.48,371055490.5,-7%,-4960117417.26,934744958.34,86415509.29,1100287994.25,-838135142.18,75439430.7
sz.000762,西藏矿业,1997-07-08,B09有色金属矿采选业,https://www.xizangkuangye.cn,520819240,14916262912,28.64,,5.0690265,-2.97%,-0.09,5.65,1154549050.71,,47%,106862030.5,171096717.35,33772.73,364963175.34,-516824799.98,-582553447.55
sz.000766,通化金马,1997-04-30,C27医药制造业,https://www.thjm.cn,966494707,20489689088,21.2,353.33334,8.903822,2.46%,0.06,2.381,274177490.8,194748486.1,75%,55978243.48,839954265.7,50343178.41,162746489.78,-49124680.79,-6892565.02
sz.000767,晋控电力,1997-06-09,D44电力、热力生产和供应业,https://www.zhangzepower.com,3076942219,11200070656,3.64,26,1.7851888,5.54%,0.14,2.039,3697011785.09,3029294027.79,10%,-155380603.44,499775443.33,195909572.36,-978696835.85,-2303412567.23,468782122.31
sz.000768,中航西飞,1997-06-26,C37铁路、船舶、航空航天和其他运输设备制造业,https://www.xac.com.cn,2781149071,75313520640,27.08,69.4359,3.4540815,5.10%,0.39,7.84,17888015711.72,680417500.01,6%,1023435524.55,1453281230.55,266333103.3,-57645258.86,-1302797987.27,-64194572
sz.000776,广发证券,1997-06-11,J67资本市场服务,https://www.gf.com.cn,5904049311,148985069568,19.04,11.266273,1.1411449,9.70%,1.69,16.685,336205785709.7,,,10544672524.34,15791109940.92,,9970809011.81,25179171395.48,15716946625.33
sz.000777,中核科技,1997-07-10,C34通用设备制造业,https://www.chinasufa.com,383417593,10133727232,26.43,44.79661,4.4293613,10.42%,0.59,5.967,417225901.26,150353966.19,21%,229331122.93,265681990.14,65592210.14,106579128.61,69029631.75,-5182616.98
sz.000778,新兴铸管,1997-06-06,C33金属制品业,https://www.xinxing-pipes.com,3963182285,19181803520,4.84,48.4,0.7325564,1.04%,0.1,6.607,9024818492.54,3156116032.43,5%,-28782419.4,1511994197.27,364955639.47,714710349.36,-315028577.82,-1927247881.55
sz.000779,甘咨询,1997-05-28,M74专业技术服务业,https://www.gsgczx.cn,464829452,4295024128,9.24,20.533333,1.0866753,5.36%,0.45,8.503,1886748309.21,,40%,230530918.49,444444862.16,98882540.92,139008141.71,-74233280.59,-74937889.95
sz.000782,恒申新材,1997-06-19,C28化学纤维制造业,https://www.meidanylon.com,686581509,4071428096,5.93,,2.3682108,-6.41%,-0.16,2.504,594235020.77,147538239.56,4%,-70238033.58,138868895.01,10586853.55,-348862052.33,319388249.94,251098188.86
sz.000783,长江证券,1997-07-31,J67资本市场服务,https://www.cjsc.com.cn,5530072948,41530851328,7.51,11.734376,1.1668739,9.49%,0.64,6.436,99012445845.78,,,1836611656.3,4785167903.46,,18669993418.38,-217985033.54,-5186240033.93
sz.000785,居然智家,1997-07-11,L72商务服务业,https://www.juran.com.cn,6227048814,17684817920,2.84,47.333332,1.0364963,2.35%,0.06,2.74,2661363262.96,1882615616.13,27%,835185420.4,1934730590.67,52019125.82,2634712489.62,-546201933.3,-3012150635.96
sz.000786,北新建材,1997-06-06,C30非金属矿物制品业,https://www.bnbm.com.cn,1702236042,44768804864,26.3,14.371584,1.6667722,11.74%,1.83,15.779,698377509.03,303228143.32,30%,3726000753.63,3663992517.29,1057993956.25,5134465515.62,-2836081799.32,-2136331747.29
sz.000788,北大医药,1997-06-16,C27医药制造业,https://www.pku-hc.com,595987425,3599764224,6.04,25.166668,2.2287822,9.12%,0.24,2.71,617331063.68,30028416.67,27%,137992604.73,346359844,27041662.02,347753789.63,-39184947.96,-68066155.93
sz.000789,万年青,1997-09-23,C30非金属矿物制品业,https://www.wnq.com.cn,797407415,4585092608,5.75,287.5,0.66213727,0.17%,0.02,8.684,4658891367.97,770899511.39,17%,19204152.1,807572112.16,50264004.29,798035782.86,-1211889565.07,-212133202.13
sz.000790,华神科技,1998-03-27,C27医药制造业,https://www.huasungrp.com,623719364,2613384192,4.19,,2.8026757,-11.72%,-0.18,1.495,209467279.68,398460791.54,50%,-7436935.72,397529208.47,28178452.75,64278831.37,-146162496.21,83648963.07
sz.000791,甘肃能源,1997-10-14,D44电力、热力生产和供应业,https://nyfz.gepic.cn,3243839742,26404855808,8.14,14.280703,1.8096932,18.98%,0.57,4.498,2395636236.57,220148749.98,36%,2293341928.03,70325596.75,1333923.49,3913592090.21,-3471786623.83,-88578091.79
sz.000792,盐湖股份,1997-09-04,C26化学原料和化学制品制造业,https://www.qhyhgf.com,5291572541,195629449216,36.97,32.429825,4.7647896,15.50%,1.14,7.759,15623633120.29,11303485.83,52%,4913958767.89,2470353639.73,188933177.83,7819152860.43,-6437232046.68,-4900092998.4
sz.000793,*ST华闻,1997-07-29,R86新闻和出版业,https://www.000793.com,1997245457,5692149248,2.85,,50,-95.41%,-0.35,0.057,100565010.03,249629111.12,23%,-759252250.39,112688450.31,1736693,-24896219.43,62168783.24,-64714073.17
sz.000795,英洛华,1997-08-08,C30非金属矿物制品业,https://www.innuovo.com,1133684103,10894703616,9.61,43.681816,4.0582767,9.24%,0.22,2.368,745108529.95,245839935.13,21%,247544022.83,486682555.7,194880481.61,584967739.45,-54389367.11,-734246232.34
sz.000796,凯撒旅业,1997-07-03,L72商务服务业,https://www.caissatosun.com.cn,1603788916,8660460544,5.4,,10.444874,-10.79%,-0.07,0.517,770836636.16,5703070.83,23%,-100866826.57,183036780.78,,-177115773.14,-3689400.41,491327196.34
sz.000797,中国武夷,1997-07-15,K70房地产业,https://www.chinawuyi.com.cn,1570754217,4712262656,3,,0.9328358,-2.95%,-0.11,3.216,3327129755,3389708041.83,25%,182738633.78,971074369.12,7899234.67,-48282020.19,-12043576.88,692691675.11
sz.000798,中水渔业,1998-02-12,A04渔业,https://cofc.cnadc.com.cn,365858712,4247619584,11.61,,10.375335,-1.44%,-0.18,1.119,891863171.49,1452355456.28,3%,-86484188.91,95989767.3,60850459.6,525409398.76,-450415477.31,124212347.71
sz.000799,酒鬼酒,1997-07-18,C15酒、饮料和精制茶制造业,https://www.jiuguijiu000799.com,324928980,15889028096,48.9,,4.2231627,-1.38%,-0.17,11.579,1250655066.01,,71%,12493289.41,1080376222.86,20024000.09,-360878525.74,-422792159.49,-326875442.18
sz.000800,一汽解放,1997-06-18,C36汽车制造业,https://www.fawjiefang.com.cn,4921280975,33907625984,6.89,57.416668,1.2837712,2.39%,0.12,5.367,19852961021.66,,6%,659271152.29,4554464658.35,2409485641.76,-5850286307.05,959880297.86,1169661531.42
sz.000801,四川九洲,1998-05-06,C39计算机、通信和其他电子设备制造业,https://www.jiuzhoutech.com.cn,1016324759,15234707456,14.99,88.17647,5.1707487,6.51%,0.17,2.899,695584666.06,420075533.59,21%,240906760.21,622265611.37,363409063.25,-102467789.57,-165218951.8,122394613.36
sz.000802,北京文化,1998-01-08,R87广播、电视、电影和录音制作业,https://bjwhmedia.com,715900255,2963826944,4.14,,3.801653,-43.24%,-0.59,1.089,62411495.78,250496527.78,-10%,-156264070.98,79678830.59,,-220474593.88,4662230.6,185688144.48
sz.000803,山高环能,1998-03-03,N77生态保护和环境治理业,https://www.000803.cn,466296153,4527735808,9.7,57.117645,3.0844982,4.73%,0.17,3.148,178256086.29,881792040.99,19%,2612860.99,117315962.52,2190069.63,373885367.05,-360110812.55,-127176334.88
sz.000807,云铝股份,1998-04-08,C32有色金属冶炼和压延加工业,https://ylgf.chinalco.com.cn,3467957405,115066830848,33.18,23.041666,3.560086,17.24%,1.44,9.32,6277375049.54,,13%,5098981508.64,1055328569.9,227104135.36,6947395042.32,-2340507742.18,-3552078741.32
sz.000809,和展能源,1998-06-16,C38电气机械和器材制造业,,824791293,3117711104,3.78,,1.1673872,-2.42%,-0.09,3.238,1201828856.53,10015277.78,8%,-124839098.01,94123715.31,8126702.33,-95552530.45,229024949.69,787483556.06
sz.000810,创维数字,1998-06-02,C39计算机、通信和其他电子设备制造业,https://www.skyworthdigital.com,1150195579,12744167424,11.08,123.11111,1.9796319,1.37%,0.09,5.597,3322249094.51,847988079.3,15%,235423442.82,1038030531.71,512548445.55,333642287.58,-475879680.75,-179536423.22
sz.000811,冰轮环境,1998-05-28,C34通用设备制造业,https://www.moon-tech.com,992477985,18311219200,18.45,32.368423,2.9796512,10.13%,0.57,6.192,2358686568.43,383943786.12,28%,667448757.23,1181626521.26,255206702.95,720672785.08,-299323891.3,-359322612.88
sz.000812,陕西金叶,1998-06-23,C23印刷和记录媒介复制业,https://www.jinyegroup.cn,768692614,3290004480,4.28,,1.829842,0.24%,-0.01,2.339,215191169.95,624150584.84,25%,50606222.66,197082644.11,40896412.97,301643531.49,-487099820.79,176602343.63
sz.000813,德展健康,1998-05-19,C27医药制造业,https://www.dezhanhealthcare.com,2097105540,7486666752,3.57,,1.496228,-2.42%,-0.04,2.386,2530699274.17,389047.63,64%,-42219863.24,371219178.33,68369450.44,-14589208.64,-179375574.34,-78089490.87
sz.000815,美利云,1998-06-09,C22造纸和纸制品业,https://www.china-meili.com,695263035,11304977408,16.26,,8.372811,-30.80%,-0.73,1.942,320293174.29,325000000,11%,-547150867.7,297186048.12,14305553.27,-99807626.85,-42702466.33,212839965.63
sz.000816,智慧农业,1997-08-18,C34通用设备制造业,https://jd.dongyin.com,1447013318,5325009408,3.68,,2.6007068,-0.89%,-0.05,1.415,478861550.04,161000000,21%,18927676.29,258652335.19,24571223.04,217228364.61,-172086091.79,15566845.11
sz.000818,航锦科技,1997-10-17,C26化学原料和化学制品制造业,https://www.hangjintechnology.com,660000039,15331801088,23.23,,6.6371427,-30.23%,-1.5,3.5,1341940752.59,1995579402.63,13%,-961728649.27,487087774.48,174667894.68,-92712390.4,-1981006936,2329735995.77
sz.000819,岳阳兴长,1997-06-25,C25石油、煤炭及其他燃料加工业,https://www.yyxc0819.com,369504506,5812305920,15.73,,2.7399406,-1.79%,-0.12,5.741,274384001.06,119783804.45,18%,53231432.07,597961194.34,72538910.36,34467241.52,-502334576.88,-359285823.77
sz.000820,*ST节能,1998-06-30,M74专业技术服务业,https://www.njswes.com.cn,646555179,2146563200,3.32,,14.434782,-13.76%,-0.02,0.23,7637416.78,16000000,20%,-28158355.14,41407784.51,5021433.72,-43235062.11,-128190.14,30147520.68
