code,code_name,ipoDate,industry,website,total_share,market_cap,price,pe,pb,roe,eps,bps,cash,short_term_borrowing,gross_profit_margin,net_profit,operating_expense,research_and_development,operating_cash_flow,investment_cash_flow,financing_cash_flow
sz.300527,ST应急,2016-08-05,C35专用设备制造业,https://www.china-huazhou.com,1016770372,8510367744,8.37,837,2.923507,0.43%,0.01,2.863,1423138809.45,,21%,8641331.84,233563788.37,114195395.48,-214568507.28,-27054845.49,-5678761.35
sz.300528,幸福蓝海,2016-08-08,R87广播、电视、电影和录音制作业,https://www.omnijoi.com,372608054,6211376640,16.67,,11.755995,-21.26%,-0.34,1.418,329311896.94,,3%,-193632981.69,156129537.45,,82921206.48,-66025225.4,-126508139.07
sz.300529,健帆生物,2016-08-02,C35专用设备制造业,https://www.jafroninternational.com,798605275,15021764608,18.81,28.938461,4.2470083,14.20%,0.65,4.429,1724720027.58,77505234.56,81%,814186376.79,1119090498.03,240093157.22,1050988421.4,-1127472278.31,-989821061.47
sz.300530,领湃科技,2016-08-09,C38电气机械和器材制造业,https://www.dzpower.com,171951354,4890296832,28.44,,91.15385,-352.15%,-2.12,0.312,268580743.97,20011111.11,-4%,-396087707.36,142208347.31,28437230.31,-135270195.23,46241884.15,33265877.19
sz.300531,优博讯,2016-08-09,C39计算机、通信和其他电子设备制造业,https://www.urovo.com,321078965,5972068864,18.6,,4.193912,-5.74%,-0.25,4.435,708583267.4,421228810.54,24%,-150542812.16,286001245.17,139206279.99,-2605716.02,-17886353.57,-102197340.14
sz.300532,今天国际,2016-08-18,I65软件和信息技术服务业,https://www.nti56.com,454028786,5198629888,11.45,22.9,2.7811513,12.76%,0.5,4.117,1382662327.05,68386250.01,27%,276431055.56,309373824.64,146126904.78,196778544.33,20134843.71,-119753287.62
sz.300533,冰川网络,2016-08-18,I64互联网和相关服务,https://www.q1.com,234461970,7284733440,31.07,10.0550165,4.1114197,52.81%,3.09,7.557,523313152.37,,93%,-222676172.09,2871261866.8,444496041.25,-159448840.01,155718377.13,-123339530.55
sz.300534,陇神戎发,2016-09-13,C27医药制造业,https://www.lsrfzy.com,303345000,2954580224,9.74,108.22221,4.281318,6.31%,0.09,2.275,289653065.28,,72%,51911309.12,648793845.98,24074951.37,170144339.46,-77617623.82,-91565870
sz.300535,达威股份,2016-08-12,C26化学原料和化学制品制造业,https://www.dowellchem.cn,107019863,2305208064,21.54,,2.3864393,-2.86%,-0.14,9.026,97670305.72,310837474.82,36%,-34840818.69,180969834.26,49797258.85,55645556.85,-79230202.89,51624142.75
sz.300536,农尚环境,2016-09-20,E48土木工程建筑业,https://www.nusunlandscape.com,293288133,2460687616,8.39,,5.494434,-19.75%,-0.34,1.527,31192863.6,19070627.92,16%,-73025074.61,47310129.17,6693117.66,-43120987.89,7543649.4,6298025.53
sz.300537,广信材料,2016-08-30,C26化学原料和化学制品制造业,https://www.kuangshun.com,207806521,4993590784,24.03,,5.530495,-6.75%,-0.3,4.345,88269676.6,159508290,38%,-30007619.46,131420216.86,23559879.74,-37216919.16,-59207708,-38247178.59
sz.300538,同益股份,2016-08-26,F51批发业,https://www.tongyiplastic.com,181918573,2883409408,15.85,,2.9776442,-9.12%,-0.52,5.323,297636265.25,249500000,5%,-94641734.79,161167711.02,17983046.95,80808691.95,-78221306.95,-212592858.82
sz.300539,横河精密,2016-08-30,C29橡胶和塑料制品业,https://www.mouldcenter.com,268100662,7796366848,29.08,126.43478,6.709737,6.23%,0.23,4.334,47337534.99,124095027.78,22%,39030303.8,102513707.24,35718119.92,49536445.53,-113847667.12,28758417.05
sz.300540,蜀道装备,2016-08-23,C34通用设备制造业,https://www.shudaozb.com,229559110,5100803072,22.22,85.46154,4.620503,6.24%,0.26,4.809,479927003.55,83932022.74,26%,72409993.51,159540391.93,31583068.2,290204804.98,-8463564.72,60316766.29
sz.300541,先进数通,2016-09-13,I65软件和信息技术服务业,https://www.adtec.com.cn,430044492,6639886336,15.44,73.52381,3.8542185,5.41%,0.21,4.006,569450667.05,279946692.9,18%,38466787.86,298658553.41,88082203.91,358633153.98,-52160777.13,-212676063.14
sz.300542,新晨科技,2016-09-20,I65软件和信息技术服务业,https://www.brilliance.com.cn,298559899,5135230464,17.2,,9.487039,-14.82%,-0.29,1.813,512916329.64,220261161.44,15%,-82718469.8,194306794.33,71537067.3,104853563.7,-43432682.9,-92014594.25
sz.300543,朗科智能,2016-09-08,C39计算机、通信和其他电子设备制造业,https://www.longood.com,306371334,3281236992,10.71,89.25,2.237777,2.89%,0.12,4.786,523095588.72,30000000,18%,53598833.75,226069764.17,92214637.46,-3872200.53,-116499215.41,-32179246.08
sz.300545,联得装备,2016-09-28,C35专用设备制造业,https://www.liande-china.com,185461376,6537513472,35.25,45.19231,3.0614903,7.26%,0.78,11.514,355077810.47,162945750.93,37%,241920226.11,190776210.99,120751415.05,71288878.19,-82904478.73,-218778501.83
sz.300546,雄帝科技,2016-09-28,C39计算机、通信和其他电子设备制造业,https://www.xiongdi.cn,186632691,4477318144,23.99,119.95,3.9824035,3.34%,0.2,6.024,480905211.58,10000000,44%,29148904.76,208877198.75,105225949.25,9243658.58,113044855.89,902354.61
sz.300547,川环科技,2016-09-30,C29橡胶和塑料制品业,https://www.chuanhuan.com,216906174,7029928960,32.41,36.41573,5.483926,15.67%,0.89,5.91,230190784.9,,25%,202731581.01,97319353.01,52335233.71,201039394.55,-28647131.5,-90255469.67
sz.300548,长芯博创,2016-10-12,C39计算机、通信和其他电子设备制造业,https://www.broadex-tech.com,291571378,46546456576,159.64,164.57732,24.831234,21.31%,0.97,6.429,991138064.22,,27%,210729026.02,287261865.26,114481938.65,318102704.54,-481880742.93,13454116.59
sz.300549,优德精密,2016-09-30,C35专用设备制造业,https://www.jouder.com,133340000,2436121856,18.27,261,4.417311,1.42%,0.07,4.136,54191890.49,57063694.44,27%,13698660.43,76843817.24,18475589.06,22512752.01,-65311390.39,-20138233.01
sz.300550,和仁科技,2016-10-18,I65软件和信息技术服务业,https://www.herenit.com,262560141,3426409984,13.05,65.25,3.06698,4.31%,0.2,4.255,542170950.15,96095228.34,46%,37300014.13,112469126.93,52515942.9,7996955.78,12462367.56,-33254824.24
sz.300551,古鳌科技,2016-10-18,C34通用设备制造业,https://www.gooao.cn,340062839,6209547776,18.26,,14.188035,-55.43%,-0.96,1.287,201909179.33,,52%,-367104402.92,222333843.57,35428235.45,31245754.01,-89743660.66,-58223380.65
sz.300552,万集科技,2016-10-21,C39计算机、通信和其他电子设备制造业,https://www.wanji.net.cn,213133112,6221356032,29.19,,3.4642775,-13.52%,-1.24,8.426,371049274.74,112500000,29%,-385309844.29,598416548.36,299954950.18,-209121683.78,332842633.39,32089205.28
sz.300553,集智股份,2016-10-21,C40仪器仪表制造业,https://www.jz-balancing.com,111021841,4227711744,38.08,126.933334,4.958979,5.45%,0.3,7.679,276034306.2,20000000,43%,13595971.65,96758589.04,43515129.96,17948474.47,-201826065.6,223174025.55
sz.300554,三超新材,2017-04-21,C30非金属矿物制品业,https://www.diasc.com.cn,114211577,2915821568,25.53,,4.5613723,-16.15%,-0.99,5.597,114525377.93,94635907.97,18%,-143316037.95,94188736.81,36339984.73,11064847.4,-65977626.72,63551223.35
sz.300555,ST路通,2016-10-18,C39计算机、通信和其他电子设备制造业,https://www.lootom.com,200000000,2632000000,13.16,,5.5387206,-11.51%,-0.29,2.376,80028676.54,,17%,-57489986.92,65553039.81,22037012.64,39538111.92,50971.93,-204000
sz.300556,丝路视觉,2016-11-04,I65软件和信息技术服务业,https://www.silkroadcg.com,121565313,2335269632,19.21,,5.0078206,-45.99%,-2.23,3.836,536458853.99,158614597.15,-16%,-368201996.05,237648187.44,46071904.45,-142089290.35,11375250.74,12757491.08
sz.300557,理工光科,2016-11-01,C35专用设备制造业,https://www.wutos.com,120867878,4606275072,38.11,115.48485,4.619394,5.38%,0.33,8.25,677795315.15,,32%,45435117.52,145837698.44,61038237.74,69322948.55,-11718724.97,-34326856.83
sz.300558,贝达药业,2016-11-07,C27医药制造业,https://www.bettapharma.com,420733843,18512289792,44,61.111107,3.1679747,4.89%,0.72,13.889,471682855.12,100080944.43,81%,386979402.58,1854814220.78,501901633.96,911172176.22,-1001692962.49,-191383783.9
sz.300559,佳发教育,2016-11-01,I65软件和信息技术服务业,https://www.jf-r.com,399514567,4610398208,11.54,128.22221,3.8110962,2.56%,0.09,3.028,475169572.94,20000000,51%,29903020.83,188287461.77,42242494.04,50136028.21,-192469885.02,-43534128.53
sz.300560,中富通,2016-11-01,I65软件和信息技术服务业,https://www.zftii.com,229743622,3590892800,15.63,,3.7011602,-12.47%,-0.52,4.223,625402544.56,555738999.98,18%,-133743938.6,173996094.97,60345906.2,-25498157.31,67050576.81,-109229302.46
sz.300561,*ST汇科,2016-11-17,I65软件和信息技术服务业,https://www.sgsg.cc,328107975,4216187392,12.85,,7.029541,-2.81%,-0.05,1.828,16631584.55,,47%,-23217088.21,60124724.2,14726953.57,42868323.67,-22073119.43,-11483775.19
sz.300562,乐心医疗,2016-11-16,C35专用设备制造业,https://www.lifesense.com,218613688,2997193728,13.71,39.17143,2.9351318,7.44%,0.35,4.671,764004671.27,181690433.22,35%,58156230.45,284057848.43,96807528.07,118850136.93,-15204135.58,-21748705.54
sz.300563,神宇股份,2016-11-14,C39计算机、通信和其他电子设备制造业,https://www.shenyucable.com,182136526,6063325184,33.29,97.911766,5.4015903,6.12%,0.34,6.163,266195990.69,,16%,78886352.26,103419515.02,23692486.91,94294807.82,29998618.95,-74067036.44
sz.300564,筑博设计,2019-11-08,M74专业技术服务业,https://www.zhubo.com,161315200,2589108736,16.05,160.49998,2.1442885,1.17%,0.1,7.485,473217235.45,200000,29%,30984752.82,84200279.48,29002289.02,8991486.92,90503576.33,-98813395.13
sz.300565,科信技术,2016-11-22,C39计算机、通信和其他电子设备制造业,https://www.szkexin.com.cn,249704612,3418456064,13.69,,6.0763426,-25.72%,-0.6,2.253,57365465.51,315585083.34,18%,-218951571.05,209763920.27,76754340.69,-97106697.17,-289570100.77,347656126.61
sz.300566,激智科技,2016-11-15,C39计算机、通信和其他电子设备制造业,https://www.excitontech.cn,262104623,5284028928,20.16,27.999998,2.4812307,9.00%,0.72,8.125,681219191.41,390847924.7,24%,184260108.73,252145549.18,138332997.04,347947853.01,-93130560.42,-450446585.43
sz.300567,精测电子,2016-11-22,C40仪器仪表制造业,https://www.wuhanjingce.com,279745540,36383703040,130.06,,9.6184,-2.49%,-0.31,13.522,1738838605.61,1199607172.91,40%,-222829697.57,1118105775.96,724053661.86,197403723.75,-990908168.9,685661742.25
sz.300568,星源材质,2016-12-01,C26化学原料和化学制品制造业,https://www.senior798.com,1345710639,20602828800,15.31,153.1,2.0446048,1.60%,0.1,7.488,3677885246.57,3261959548.37,29%,370708633.32,500356816.84,248024275.05,368447491.95,-2444234907.9,3031015052.58
sz.300569,天能重工,2016-11-25,C38电气机械和器材制造业,https://www.qdtnp.com,1022717215,9040820224,8.84,,1.6736085,-3.31%,-0.18,5.282,972463390.25,740347847.25,14%,-259855958.76,216829589.23,13298661.5,463496538.14,-243210813.07,-370510529.47
sz.300570,太辰光,2016-12-06,C39计算机、通信和其他电子设备制造业,https://www.china-tscom.com,227126867,28329535488,124.73,75.59394,17.065262,24.81%,1.65,7.309,473173854.88,,36%,269810150.55,193628933.62,70642791.54,183708376.46,-15380134.51,-83628640.23
sz.300571,平治信息,2016-12-13,C39计算机、通信和其他电子设备制造业,https://www.anysoft.cn,139528294,4195615488,30.07,,2.8874593,-7.64%,-0.82,10.414,141024728.17,681830410.07,10%,-115816779.73,145346716.92,37948250.7,-411627050.48,-142272824.14,406102546.35
sz.300572,安车检测,2016-12-06,C40仪器仪表制造业,https://www.anche.cn,228988812,6148349952,26.85,,3.4225624,-11.57%,-1.06,7.845,923552003.32,620000,28%,-227187024.34,203744869.95,43891156.06,52631429.66,154538535.9,-74544842.67
sz.300573,兴齐眼药,2016-12-08,C27医药制造业,https://www.sinqi.com,246429527,17267316736,70.07,26.642584,9.256274,37.08%,2.63,7.57,370121251.48,200167750,78%,338061776.59,1087511076.07,220658226.68,416982963.18,-215668131.82,-318786294.23
sz.300575,中旗股份,2016-12-20,C26化学原料和化学制品制造业,https://flagchem.com,476992400,3224468736,6.76,,1.6332449,-7.18%,-0.32,4.139,466886013.27,569875956.56,15%,10839084.06,314293961.22,81781694.09,235122998.39,-384879709.46,131106436.72
sz.300576,容大感光,2016-12-20,C39计算机、通信和其他电子设备制造业,https://www.szrd.com,366367572,13823048704,37.73,121.70968,8.166667,7.48%,0.31,4.62,347599829.19,,37%,122799073.22,196184402.48,51802102.01,119952229.64,-223831684.59,-23312408.36
sz.300577,开润股份,2016-12-21,C19皮革、毛皮、羽毛及其制品和制鞋业,https://www.korrun.com,239836247,4801522176,20.02,14.3,2.079352,15.30%,1.4,9.628,596342396.39,551392954.65,23%,400981504.81,572493317.82,97448842.18,232495192.36,-247443045.38,-51075141.19
sz.300578,会畅科技,2017-01-25,I65软件和信息技术服务业,https://www.bizconf.cn,198269740,4225128192,21.31,266.375,3.5534432,1.41%,0.08,5.997,531499234.35,,35%,29120734.09,143236309.41,55329826.83,60619295.46,-9618395.3,-53066015.8
sz.300579,数字认证,2016-12-23,I65软件和信息技术服务业,https://www.bjca.cn,270000000,7975800320,29.54,,10.200277,-9.19%,-0.28,2.896,352396533.73,10000000,47%,10609797.51,508811944.22,209865349.65,44758570.58,-67947526.96,-24187900.94
sz.300580,贝斯特,2017-01-11,C36汽车制造业,https://www.wuxibest.com,502322762,10900404224,21.7,36.166668,3.3415463,9.55%,0.6,6.494,186286103.48,,35%,288905875.53,171148256.5,69656039.99,227879878.04,-131203199.42,-77563194.37
sz.300581,晨曦航空,2016-12-20,C39计算机、通信和其他电子设备制造业,,550109546,7976588800,14.5,,8.347726,-4.65%,-0.07,1.737,83962247.78,,42%,-26585069.82,65506862.59,30955454,-48105835.77,-94421873.47,-7408288.85
sz.300582,英飞特,2016-12-28,C39计算机、通信和其他电子设备制造业,https://www.inventronics-co.com,298536488,4684037120,15.69,,3.4468365,-8.17%,-0.4,4.552,436564185.94,362194699.23,30%,9071833.19,679913186.42,182202910.7,469579478.26,4227537.94,-403225381.81
sz.300583,赛托生物,2017-01-06,C27医药制造业,https://www.sitobiotech.com,189702126,2839841024,14.97,,1.6079484,-10.19%,-0.91,9.31,255962580.48,642556170.71,19%,-101328265.58,193325791.64,58379409.91,194459589.28,-57314227.14,-163036731.74
sz.300584,海辰药业,2017-01-12,C27医药制造业,https://www.hicin.cn,120000000,5400000000,45,121.62162,5.1759834,4.25%,0.37,8.694,45758717.83,230261895.3,83%,40162971.25,359432887.92,40275869.51,59960141.82,-77927614.84,16912790.93
sz.300585,奥联电子,2016-12-29,C36汽车制造业,https://www.njaolian.com,171111111,2838733312,16.59,,3.98415,-0.71%,-0.02,4.164,80706801.98,0,23%,-11446606.2,112221841.39,44088360.01,27375199.81,-6189585.41,-21256577.79
sz.300586,美联新材,2017-01-04,C26化学原料和化学制品制造业,https://www.malion.cn,711216645,7247297024,10.19,,3.8642395,-3.04%,-0.05,2.637,331496903.71,284891483.74,14%,38560401.54,165902234.72,66025600.43,179813711.25,-264847129.36,25081984.15
sz.300587,天铁科技,2017-01-05,C29橡胶和塑料制品业,https://www.tiantiebuilding.com,1298268797,8399798784,6.47,,3.5048754,-2.28%,-0.06,1.846,219511086.11,630754159.21,23%,11556065.08,424782117.28,75448321.71,-139640078.49,-416184290.53,563252230.05
sz.300588,熙菱信息,2017-01-05,I65软件和信息技术服务业,https://www.sit.com.cn,191471030,4897828864,25.58,,17.73925,-23.28%,-0.4,1.442,241066029.19,,37%,-60552546.21,104554989.01,15377229.61,-24651529.88,-6925379.1,-11046629.07
sz.300589,江龙船艇,2017-01-13,C37铁路、船舶、航空航天和其他运输设备制造业,https://www.jianglong.cn,377667996,6575199744,17.41,,8.362152,-6.14%,-0.13,2.082,311254858.39,78364698.33,8%,11247815.91,125159854.59,54690804.08,-340763474.74,-98262941.58,74863750.72
sz.300590,移为通信,2017-01-11,C39计算机、通信和其他电子设备制造业,https://www.queclink.com,459917538,5505212928,11.97,63.000004,3.000752,4.71%,0.19,3.989,537379838.93,,42%,158610043.82,247029307.13,125325366.7,292975530.18,-144409838.84,-70429296.41
sz.300591,万里马,2017-01-10,C19皮革、毛皮、羽毛及其制品和制鞋业,https://www.wanlima.com.cn,405673777,3046610176,7.51,,11.996806,-49.09%,-0.44,0.626,158476718.5,139890144.16,14%,-175552654.46,155290455.28,30206773.6,78441833.07,-12879225.36,-55798026.69
sz.300592,华凯易佰,2017-01-20,F52零售业,https://www.huakai.net,404361469,5175826944,12.8,182.85715,2.1458507,1.06%,0.07,5.965,404163854.16,121831100.49,34%,167004651.79,2767408114.19,66238726.02,-329589797.93,-302475882.4,515268075.14
sz.300593,新雷能,2017-01-13,C38电气机械和器材制造业,https://www.xinleineng.com,542498469,14631184384,26.97,,6.0976715,-16.45%,-0.85,4.423,627730782.83,253477070.63,40%,-514048055.83,562373395.28,390184614.24,-30417727.23,-260194086.9,114875543.46
sz.300594,朗进科技,2019-06-21,C37铁路、船舶、航空航天和其他运输设备制造业,https://longertek.com,91873450,2765390848,30.1,,3.3470478,-5.66%,-0.51,8.993,170715831.53,375168762.14,20%,-78501215.31,217933655.02,61231973.64,-101727138.5,36729581.09,143653873.14
sz.300595,欧普康视,2017-01-17,C35专用设备制造业,https://www.orthok.cn,895289123,14145568768,15.8,28.727272,2.862319,10.19%,0.55,5.52,758365298.49,17057242.9,73%,621788728.65,616242642.29,42277748.21,684906247.55,-693658166.01,-290481562.27
sz.300596,利安隆,2017-01-19,C26化学原料和化学制品制造业,https://www.rianlon.com,229619667,10654352384,46.4,21.09091,2.2350674,10.08%,2.2,20.76,1067577159.35,859998662.5,21%,414197726.49,627930262.8,247200526.53,463608270.29,-528391873.52,32060275.58
sz.300597,吉大通信,2017-01-23,I65软件和信息技术服务业,https://www.jlucdi.com,272570030,2649380608,9.72,,2.7442124,-3.15%,-0.12,3.542,334593210.9,271889140.08,23%,5133056.67,100676264.18,20413573.64,-78030965.57,-10048216.28,46765948.26
sz.300598,诚迈科技,2017-01-20,I65软件和信息技术服务业,https://www.archermind.com,216981741,8748703744,40.32,,5.8852725,-8.14%,-0.52,6.851,723211623.27,588520977.48,15%,-136008131.73,303165462.26,153180610.06,-135790576.26,31798797.55,-33061327.68
sz.300599,雄塑科技,2017-01-23,C29橡胶和塑料制品业,https://www.xiongsu.cn,358131567,3910796544,10.92,,1.9252468,-4.18%,-0.24,5.672,640009819.62,68164499.3,10%,-110664994.67,164495493.57,26240944.07,70010804.56,-183901790.58,-116145064.54
sz.300600,国瑞科技,2017-01-25,C37铁路、船舶、航空航天和其他运输设备制造业,https://www.cs-grkj.com,294234480,3983934976,13.54,,3.2618647,-4.97%,-0.18,4.151,229017179.61,24191271.77,29%,-39372636.64,94200790.54,23096257.33,644432.49,-33208177.96,52918333.91
sz.300601,康泰生物,2017-02-07,C27医药制造业,https://www.biokangtai.com,1116929755,15849233408,14.19,,1.6492329,-1.04%,-0.09,8.604,432840378.47,34102910.54,82%,201553722.8,1699553226.05,508122984.22,603249704.83,-556687599.38,-800757917.77
sz.300602,飞荣达,2017-01-26,C39计算机、通信和其他电子设备制造业,https://www.frd.cn,581863431,20010283008,34.39,58.288136,5.0410438,8.62%,0.59,6.822,1181407123.99,669828229.08,19%,173239836.31,614063505.32,263156029.73,352031680.29,-248819496.92,-180360874.42
sz.300603,立昂技术,2017-01-26,I65软件和信息技术服务业,https://www.leon.top,464798231,4880381440,10.5,,3.443752,-2.90%,-0.08,3.049,360764483.63,133182222.38,11%,21663823.54,136844174.63,27326403.3,23935650.93,-117524119.95,-104330329.47
sz.300604,长川科技,2017-04-17,C35专用设备制造业,https://www.hzcctech.com,634402614,76965724160,121.32,80.88,17.854305,22.18%,1.5,6.795,1016649294.95,488146460.86,55%,466981530.65,1309693902.77,966923313.45,625571646.96,-414510032.26,-37548694.47
sz.300605,恒锋信息,2017-02-08,I65软件和信息技术服务业,https://www.i-hengfeng.com,165139044,2473782784,14.98,,4.91954,-10.47%,-0.32,3.045,93204656.36,237193640,19%,-89724120.21,83599322.78,27513699.24,-59424848.67,-23385938.12,30393546.98
sz.300606,金太阳,2017-02-08,C30非金属矿物制品业,https://www.chinagoldensun.cn,138347826,4893362176,35.37,,7.249436,-1.99%,-0.12,4.879,147593982.86,145380537.24,23%,-16287723.99,86079438.6,30506025.44,53992571.76,-144787008,140034593.93
sz.300607,拓斯达,2017-02-09,C34通用设备制造业,https://www.topstarltd.com,476972412,13216905216,27.71,,4.596119,-7.17%,-0.49,6.029,822130270.84,361926429.36,15%,-238952536.44,482548359.3,109173798.83,109271103.33,-322285639.69,-42732733.25
sz.300608,思特奇,2017-02-13,I65软件和信息技术服务业,https://www.si-tech.com.cn,331239674,3928502528,11.86,,2.8550794,-5.53%,-0.21,4.154,383645368.65,421685719.68,29%,-53812309.24,236347734.84,66036484.12,-124337123.87,-123429090.46,-63278796.1
sz.300609,汇纳科技,2017-02-15,I65软件和信息技术服务业,https://www.winnerinf.com,120114387,4406996480,36.69,,4.42208,-1.63%,-0.18,8.297,275341043.81,10373221,51%,-25587703.15,193025778.66,43676725.32,40666158.87,-35052630.32,-57062245.86
sz.300610,晨化股份,2017-02-13,C26化学原料和化学制品制造业,https://www.yzch.cc,215007980,2756402176,12.82,38.848484,2.4002995,5.97%,0.33,5.341,55648579.88,55100073.33,20%,82018470.13,114336553.17,41687122.59,131150442.92,-279480078.81,4415075.5
sz.300611,美力科技,2017-02-20,C36汽车制造业,https://www.china-springs.com,211074680,6129609216,29.04,42.08696,4.9879766,11.88%,0.69,5.822,192932077.4,255979927.78,21%,104558514.25,187266245.33,67687715.38,133564852.69,-116170995.67,-55041847.62
sz.300612,宣亚国际,2017-02-15,L72商务服务业,https://www.shunyagroup.com,180454496,2852985600,15.81,,5.724113,-6.56%,-0.18,2.762,120859181.68,30532380.56,21%,-36038678.13,149076684.04,5517452.78,-55746370.61,-38285774.8,158341902.49
sz.300613,富瀚微,2017-02-20,I65软件和信息技术服务业,https://www.fullhan.com,232533044,9843124224,42.33,63.179104,3.5413704,4.05%,0.67,11.953,1746377677.92,85839917.68,38%,231960085.64,436542416.78,349898350.39,283565380.14,-112935447.29,-106281837.48
sz.300614,百川畅银,2021-05-25,N77生态保护和环境治理业,https://www.bccynewpower.com/home,160440679,2368104448,14.76,,1.938789,-22.81%,-1.78,7.613,63370988.51,291023581.1,17%,-305114864.74,120551982.11,5778574.01,59522288.25,-157814620.63,-38935815.27
sz.300615,欣天科技,2017-02-15,C39计算机、通信和其他电子设备制造业,https://www.xdc-industries.com,193229200,2902302720,15.02,214.57144,5.447951,2.47%,0.07,2.757,49491969.12,2561657.79,22%,-18332684.62,86434412.78,25822310.7,-941224.29,-33446965.9,-28721764.43
sz.300616,尚品宅配,2017-03-07,C21家具制造业,https://www.spzp.com,224515980,2965856256,13.21,,0.87454486,-5.42%,-0.95,15.105,1879476868.29,1500653566.05,33%,-214955220.74,1384119272.75,202035358.32,342509511.42,-1082663088.71,94327105.8
sz.300617,安靠智电,2017-02-28,C38电气机械和器材制造业,https://www.ankura.com.cn,165707664,10103196672,60.97,82.39189,3.3538697,4.29%,0.74,18.179,211314545.13,57000000,34%,185678301.4,156220657.72,56632357.88,173901054.29,-78610944.71,-72239942.55
sz.300618,寒锐钴业,2017-03-06,C32有色金属冶炼和压延加工业,https://www.hrcobalt.com,309697091,14317296640,46.23,52.534092,2.5565448,4.68%,0.88,18.083,1928356356.39,560360681.48,16%,228982218.63,490297808.44,95550277.35,571127283.77,-404734201.69,-79751571.91
sz.300619,金银河,2017-03-01,C35专用设备制造业,https://www.goldenyh.com,173999658,7393246208,42.49,,4.686742,-4.12%,-0.34,9.066,539283503.28,1212851600.56,16%,-91019908.52,218262178.53,89294193.17,-460308350.87,-299459053.95,207337034.46
sz.300620,光库科技,2017-03-10,C39计算机、通信和其他电子设备制造业,https://www.afrlaser.com,249180545,42971185152,172.45,344.9,20.694826,5.92%,0.5,8.333,906798010.96,322970314.08,34%,72488716.19,260070532.7,141490909.92,187104660.38,-521728465.78,594870834.6
sz.300621,维业股份,2017-03-16,E50建筑装饰、装修和其他建筑业,https://www.szweiye.com,208056700,1895396480,9.11,,2.203677,-1.71%,-0.07,4.134,1978765779.25,706815666.96,6%,8261304.39,315746076.9,79826515.7,310732976.7,-15580981.32,-65452061.43
sz.300622,博士眼镜,2017-03-15,F52零售业,https://www.doctorglasses.com.cn,227854160,6489286144,28.48,60.595745,7.6518,13.25%,0.47,3.722,199335621.73,83134980.72,62%,101317372,597507299.21,3079829.31,275514887.24,-111194597.57,-160077544.39
sz.300623,捷捷微电,2017-03-14,C39计算机、通信和其他电子设备制造业,https://www.jjwdz.com,832079919,25137133568,30.21,51.203392,4.2603297,9.28%,0.59,7.091,709391055.52,96578325.46,36%,498077182.34,399055248.91,271868210.27,719940537.36,-389558062.72,2425975.94
sz.300624,万兴科技,2018-01-18,I65软件和信息技术服务业,https://www.wondershare.cn,193336324,14103883776,72.95,,12.581924,-17.72%,-1.14,5.798,431119748.66,,93%,-157420052.06,1446409529.55,442366797.33,33319546.12,-107093024.59,-15952973.11
sz.300625,三雄极光,2017-03-17,C38电气机械和器材制造业,https://www.pak.com.cn,279331000,3608956672,12.92,,1.815882,-1.16%,-0.08,7.115,476956783.65,52000000,33%,48086931.27,575981199.37,63005947.37,205576205.81,120342900.07,-156564581.92
sz.300626,华瑞股份,2017-03-20,C38电气机械和器材制造业,https://www.china-commutator.com,180000000,3598200064,19.99,,6.8016334,-1.17%,-0.04,2.939,68299677.06,182050898.75,18%,-3268056.91,80368375.3,32169965.61,26720094.36,-6612438.78,1504891.8
sz.300627,华测导航,2017-03-21,C39计算机、通信和其他电子设备制造业,https://www.huace.cn,786892451,27651401728,35.14,37.784946,6.932334,16.41%,0.93,5.069,1246153212.94,120080694.46,58%,583251057.52,1235755342.56,469019089.58,659056803.43,-521361250.77,-105132902.16
sz.300628,亿联网络,2017-03-17,C39计算机、通信和其他电子设备制造业,https://www.yealink.com,1266730887,42891509760,33.86,16.845772,4.9394603,29.51%,2.01,6.855,500984538.88,,65%,2647857338.07,1036775300.91,559348964.75,2508929797.03,-623506661.3,-1898661244.75
sz.300629,新劲刚,2017-03-24,C39计算机、通信和其他电子设备制造业,https://www.king-strong.com,251423424,6677806080,26.56,241.45454,3.9035861,1.76%,0.11,6.804,254256487.75,0,64%,128848940.29,103645407.16,47786715,-34460090.08,-41189138.89,7113144.05
sz.300631,久吾高科,2017-03-23,C35专用设备制造业,https://www.jiuwu.com,125043424,3469955072,27.75,41.417908,2.6046555,6.46%,0.67,10.654,318361148.98,40065156.02,41%,53029851.95,167887034.34,56228737.73,93991028.56,36839343.07,-32865801.13
sz.300632,光莆股份,2017-04-06,C38电气机械和器材制造业,https://www.goproled.com,305181620,4638760960,15.2,190,2.4016433,1.17%,0.08,6.329,901172282.97,211037297.58,30%,49369372.4,212168585.41,64132948.89,76541973.7,414583938.42,-240463803.07
sz.300633,开立医疗,2017-04-06,C35专用设备制造业,https://www.sonoscape.com,432712405,11215905792,25.92,172.79999,3.571724,2.15%,0.15,7.257,1571009392.49,262207517.28,64%,142397376.09,1086405020.29,472932714.77,306658255.38,-591137560.71,82237108.63
sz.300634,彩讯股份,2018-03-23,I65软件和信息技术服务业,https://www.richinfo.cn,451210900,11636729856,25.79,50.56863,3.9670823,7.67%,0.51,6.501,1056003255.56,103036977.24,39%,213829775.03,419334062.36,314294012.77,33597981.72,-82681197.1,-79156674.84
